IM,Minor,Mod,Sev
60.77,0.767177681,0.226978028,0.001547779
60.78,0.767391479,0.227238558,0.001550148
60.79,0.767605277,0.227499087,0.001552516
60.8,0.767819075,0.227759616,0.001554885
60.81,0.768032873,0.228025232,0.001557254
60.82,0.768246671,0.228323471,0.001559623
60.83,0.768460469,0.22862171,0.001561992
60.84,0.768674267,0.228919948,0.001564361
60.85,0.768888065,0.229218187,0.00156673
60.86,0.769101863,0.229516425,0.001569098
60.87,0.769315661,0.229814664,0.001571467
60.88,0.769529459,0.230112902,0.001573836
60.89,0.769743257,0.230411141,0.001576205
60.9,0.769957055,0.23070938,0.001578574
60.91,0.770170853,0.231007618,0.001580943
60.92,0.77038465,0.231305857,0.001583312
60.93,0.770598448,0.231604095,0.00158568
60.94,0.770812246,0.231902334,0.001588049
60.95,0.771026044,0.232200573,0.001590418
60.96,0.771239842,0.232498811,0.001592787
60.97,0.77145364,0.23279705,0.001595156
60.98,0.771667438,0.233095288,0.001597525
60.99,0.771881236,0.233393527,0.001599893
61,0.772095034,0.233691766,0.001602262
61.01,0.772308832,0.233990004,0.001604631
61.02,0.77252263,0.234288243,0.001607
61.03,0.772736428,0.234586481,0.001609369
61.04,0.772950226,0.23488472,0.001611738
61.05,0.773164024,0.235182958,0.001614107
61.06,0.773377822,0.235481197,0.001616475
61.07,0.77359162,0.235779436,0.001618844
61.08,0.773805417,0.236077674,0.001621213
61.09,0.774019215,0.236375913,0.001623582
61.1,0.774233013,0.236674151,0.001625951
61.11,0.774446811,0.23697239,0.00162832
61.12,0.774660609,0.237270629,0.001630688
61.13,0.774874407,0.237568867,0.001633057
61.14,0.775088205,0.237867106,0.001635426
61.15,0.775302003,0.238165344,0.001637795
61.16,0.775515801,0.238463583,0.001640164
61.17,0.775729599,0.238761822,0.001642533
61.18,0.775943397,0.23906006,0.001644902
61.19,0.776157195,0.239358299,0.00164727
61.2,0.776370993,0.239656537,0.001649639
61.21,0.776584791,0.239954776,0.001652008
61.22,0.776798589,0.240253014,0.001654377
61.23,0.777012386,0.240551253,0.001656746
61.24,0.777226184,0.240849492,0.001659115
61.25,0.777439982,0.24114773,0.001661483
61.26,0.77765378,0.241445969,0.001663852
61.27,0.777867578,0.241744207,0.001666221
61.28,0.778081376,0.242042446,0.00166859
61.29,0.778295174,0.242340685,0.001670959
61.3,0.778508972,0.242638923,0.001673328
61.31,0.77872277,0.242937162,0.001675697
61.32,0.778936568,0.2432354,0.001678065
61.33,0.779150366,0.243533639,0.001680434
61.34,0.779364164,0.243831878,0.001682803
61.35,0.779577962,0.244130116,0.001685172
61.36,0.77979176,0.244428355,0.001687541
61.37,0.780005558,0.244726593,0.00168991
61.38,0.780219356,0.245024832,0.001692279
61.39,0.780433153,0.24532307,0.001694647
61.4,0.780646951,0.245621309,0.001697016
61.41,0.780860749,0.245919548,0.001699385
61.42,0.781074547,0.246217786,0.001701754
61.43,0.781288345,0.246516025,0.001704123
61.44,0.781502143,0.246814263,0.001706492
61.45,0.781715941,0.247112502,0.00170886
61.46,0.781929739,0.247410741,0.001711229
61.47,0.782143537,0.247708979,0.001713598
61.48,0.782357335,0.248007218,0.001715967
61.49,0.782571133,0.248305456,0.001718336
61.5,0.782784931,0.248603695,0.001720705
61.51,0.782998729,0.248901934,0.001723074
61.52,0.783212527,0.249200172,0.001725442
61.53,0.783426325,0.249498411,0.001727811
61.54,0.783640123,0.249796649,0.00173018
61.55,0.78385392,0.250094888,0.001732549
61.56,0.784067718,0.250393126,0.001734918
61.57,0.784281516,0.250691365,0.001737287
61.58,0.784495314,0.250989604,0.001739655
61.59,0.784709112,0.251287842,0.001742024
61.6,0.78492291,0.251586081,0.001744393
61.61,0.785136708,0.251884319,0.001746762
61.62,0.785350506,0.252182558,0.001749131
61.63,0.785564304,0.252480797,0.0017515
61.64,0.785778102,0.252779035,0.001753869
61.65,0.7859919,0.253077274,0.001756237
61.66,0.786205698,0.253375512,0.001758606
61.67,0.786419496,0.253673751,0.001760975
61.68,0.786633294,0.253971989,0.001763344
61.69,0.786847092,0.254270228,0.001765713
61.7,0.78706089,0.254568467,0.001768082
61.71,0.787274687,0.254866705,0.00177045
61.72,0.787488485,0.255164944,0.001772819
61.73,0.787702283,0.255463182,0.001775188
61.74,0.787916081,0.255761421,0.001777557
61.75,0.788129879,0.25605966,0.001779926
61.76,0.788343677,0.256357898,0.001782295
61.77,0.788557475,0.256656137,0.001784664
61.78,0.788771273,0.256954375,0.001787032
61.79,0.788985071,0.257252614,0.001789401
61.8,0.789198869,0.257550853,0.00179177
61.81,0.789412667,0.257849091,0.001794139
61.82,0.789626465,0.25814733,0.001796508
61.83,0.789840263,0.258445568,0.001798877
61.84,0.790054061,0.258743807,0.001801246
61.85,0.790267859,0.259042045,0.001803614
61.86,0.790481656,0.259340284,0.001805983
61.87,0.790695454,0.259638523,0.001808352
61.88,0.790909252,0.259936761,0.001810721
61.89,0.79112305,0.260235,0.00181309
61.9,0.791336848,0.260533238,0.001815459
61.91,0.791550646,0.260831477,0.001817827
61.92,0.791764444,0.261129716,0.001820196
61.93,0.791978242,0.261427954,0.001822565
61.94,0.79219204,0.261726193,0.001824934
61.95,0.792405838,0.262024431,0.001827303
61.96,0.792619636,0.26232267,0.001829672
61.97,0.792833434,0.262620909,0.001832041
61.98,0.793047232,0.262919147,0.001834409
61.99,0.79326103,0.263217386,0.001836778
62,0.793474828,0.263515624,0.001839147
62.01,0.793688626,0.263813863,0.001841516
62.02,0.793902423,0.264112101,0.001843885
62.03,0.794116221,0.26441034,0.001846254
62.04,0.794330019,0.264708579,0.001848622
62.05,0.794543817,0.265006817,0.001850991
62.06,0.794757615,0.265305056,0.00185336
62.07,0.794971413,0.265603294,0.001855729
62.08,0.795185211,0.265901533,0.001858098
62.09,0.795399009,0.266199772,0.001860467
62.1,0.795612807,0.26649801,0.001862836
62.11,0.795826605,0.266796249,0.001865204
62.12,0.796040403,0.267094487,0.001867573
62.13,0.796254201,0.267392726,0.001869942
62.14,0.796467999,0.267690965,0.001872311
62.15,0.796681797,0.267989203,0.00187468
62.16,0.796895595,0.268287442,0.001877049
62.17,0.797109393,0.26858568,0.001879417
62.18,0.79732319,0.268883919,0.001881786
62.19,0.797536988,0.269182157,0.001884155
62.2,0.797750786,0.269480396,0.001886524
62.21,0.797964584,0.269778635,0.001888893
62.22,0.798178382,0.270076873,0.001891262
62.23,0.79839218,0.270375112,0.001893631
62.24,0.798605978,0.27067335,0.001895999
62.25,0.798819776,0.270971589,0.001898368
62.26,0.799033574,0.271269828,0.001900737
62.27,0.799247372,0.271568066,0.001903106
62.28,0.79946117,0.271866305,0.001905475
62.29,0.799674968,0.272164543,0.001907844
62.3,0.799888766,0.272462782,0.001910212
62.31,0.800102564,0.27276102,0.001912581
62.32,0.800316362,0.273059259,0.00191495
62.33,0.80053016,0.273357498,0.001917319
62.34,0.800743957,0.273655736,0.001919688
62.35,0.800957755,0.273953975,0.001922057
62.36,0.801171553,0.274252213,0.001924426
62.37,0.801385351,0.274550452,0.001926794
62.38,0.801599149,0.274848691,0.001929163
62.39,0.801812947,0.275146929,0.001931532
62.4,0.802026745,0.275445168,0.001933901
62.41,0.802240543,0.275743406,0.00193627
62.42,0.802454341,0.276041645,0.001938639
62.43,0.802668139,0.276339884,0.001941008
62.44,0.802881937,0.276638122,0.001943376
62.45,0.803095735,0.276936361,0.001945745
62.46,0.803309533,0.277234599,0.001948114
62.47,0.803523331,0.277532838,0.001950483
62.48,0.803737129,0.277831076,0.001952852
62.49,0.803950926,0.278129315,0.001955221
62.5,0.804164724,0.278427554,0.001957589
62.51,0.804378522,0.278725792,0.001959958
62.52,0.80459232,0.279024031,0.001962327
62.53,0.804806118,0.279322269,0.001964696
62.54,0.805019916,0.279638297,0.001967065
62.55,0.805233714,0.279965766,0.001969434
62.56,0.805447512,0.280293235,0.001971803
62.57,0.80566131,0.280620703,0.001974171
62.58,0.805875108,0.280948172,0.00197654
62.59,0.806088906,0.281275641,0.001978909
62.6,0.806302704,0.281603109,0.001981278
62.61,0.806516502,0.281930578,0.001983647
62.62,0.8067303,0.282258046,0.001986016
62.63,0.806944098,0.282585515,0.001988384
62.64,0.807157896,0.282912984,0.001990753
62.65,0.807371693,0.283240452,0.001993122
62.66,0.807585491,0.283567921,0.001995491
62.67,0.807799289,0.28389539,0.00199786
62.68,0.808013087,0.284222858,0.002000229
62.69,0.808226885,0.284550327,0.002002598
62.7,0.808440683,0.284877795,0.002004966
62.71,0.808654481,0.285205264,0.002007335
62.72,0.808868279,0.285532733,0.002009704
62.73,0.809082077,0.285860201,0.002012073
62.74,0.809295875,0.28618767,0.002014442
62.75,0.809509673,0.286515139,0.002016811
62.76,0.809723471,0.286842607,0.002019179
62.77,0.809937269,0.287170076,0.002021548
62.78,0.810151067,0.287497544,0.002023917
62.79,0.810364865,0.287825013,0.002026286
62.8,0.810578663,0.288152482,0.002028655
62.81,0.81079246,0.28847995,0.002031024
62.82,0.811006258,0.288807419,0.002033393
62.83,0.811220056,0.289134888,0.002035761
62.84,0.811433854,0.289462356,0.00203813
62.85,0.811647652,0.289789825,0.002040499
62.86,0.81186145,0.290117293,0.002042868
62.87,0.812075248,0.290444762,0.002045237
62.88,0.812289046,0.290772231,0.002047606
62.89,0.812502844,0.291099699,0.002049975
62.9,0.812716642,0.291427168,0.002052343
62.91,0.81293044,0.291754637,0.002054712
62.92,0.813144238,0.292082105,0.002057081
62.93,0.813358036,0.292409574,0.00205945
62.94,0.813571834,0.292737043,0.002061819
62.95,0.813785632,0.293064511,0.002064188
62.96,0.81399943,0.29339198,0.002066556
62.97,0.814213227,0.293719448,0.002068925
62.98,0.814427025,0.294046917,0.002071294
62.99,0.814640823,0.294374386,0.002073663
63,0.814854621,0.294701854,0.002076032
63.01,0.815068419,0.295029323,0.002078401
63.02,0.815282217,0.295356792,0.00208077
63.03,0.815496015,0.29568426,0.002083138
63.04,0.815709813,0.296011729,0.002085507
63.05,0.815923611,0.296339197,0.002087876
63.06,0.816137409,0.296666666,0.002090245
63.07,0.816351207,0.296994135,0.002092614
63.08,0.816565005,0.297321603,0.002094983
63.09,0.816778803,0.297649072,0.002097351
63.1,0.816992601,0.297976541,0.00209972
63.11,0.817206399,0.298304009,0.002102089
63.12,0.817420196,0.298631478,0.002104458
63.13,0.817633994,0.298958946,0.002106827
63.14,0.817847792,0.299286415,0.002109196
63.15,0.81806159,0.299613884,0.002111565
63.16,0.818275388,0.299941352,0.002113933
63.17,0.818489186,0.300268821,0.002116302
63.18,0.818702984,0.30059629,0.002118671
63.19,0.818916782,0.300923758,0.00212104
63.2,0.81913058,0.301251227,0.002123409
63.21,0.819344378,0.301578695,0.002125778
63.22,0.819558176,0.301906164,0.002128146
63.23,0.819771974,0.302233633,0.002130515
63.24,0.819985772,0.302561101,0.002132884
63.25,0.82019957,0.30288857,0.002135253
63.26,0.820413368,0.303216039,0.002137622
63.27,0.820615695,0.303543507,0.002139991
63.28,0.820816176,0.303870976,0.00214236
63.29,0.821016658,0.304198444,0.002144728
63.3,0.821217139,0.304525913,0.002147097
63.31,0.821417621,0.304853382,0.002149466
63.32,0.821618102,0.30518085,0.002151835
63.33,0.821818584,0.305508319,0.002154204
63.34,0.822019065,0.305835788,0.002156573
63.35,0.822219547,0.306163256,0.002158942
63.36,0.822420029,0.306490725,0.00216131
63.37,0.82262051,0.306818193,0.002163679
63.38,0.822820992,0.307145662,0.002166048
63.39,0.823021473,0.307473131,0.002168417
63.4,0.823221955,0.307800599,0.002170786
63.41,0.823422436,0.308128068,0.002173155
63.42,0.823622918,0.308455537,0.002175523
63.43,0.823823399,0.308783005,0.002177892
63.44,0.824023881,0.309110474,0.002180261
63.45,0.824224362,0.309437943,0.00218263
63.46,0.824424844,0.309765411,0.002184999
63.47,0.824625325,0.31009288,0.002187368
63.48,0.824825807,0.310420348,0.002189737
63.49,0.825026288,0.310747817,0.002192105
63.5,0.82522677,0.311075286,0.002194474
63.51,0.825427251,0.311402754,0.002196843
63.52,0.825627733,0.311730223,0.002199212
63.53,0.825828214,0.312057692,0.002201581
63.54,0.826028696,0.31238516,0.00220395
63.55,0.826229178,0.312712629,0.002206318
63.56,0.826429659,0.313040097,0.002208687
63.57,0.826630141,0.313367566,0.002211056
63.58,0.826830622,0.313695035,0.002213425
63.59,0.827031104,0.314022503,0.002215794
63.6,0.827231585,0.314349972,0.002218163
63.61,0.827432067,0.314677441,0.002220532
63.62,0.827632548,0.315004909,0.0022229
63.63,0.82783303,0.315332378,0.002225269
63.64,0.828033511,0.315659846,0.002227638
63.65,0.828233993,0.315987315,0.002230007
63.66,0.828434474,0.316314784,0.002232376
63.67,0.828634956,0.316642252,0.002234745
63.68,0.828835437,0.316969721,0.002237113
63.69,0.829035919,0.31729719,0.002239482
63.7,0.8292364,0.317624658,0.002241851
63.71,0.829436882,0.317952127,0.00224422
63.72,0.829637363,0.318279595,0.002246589
63.73,0.829837845,0.318607064,0.002248958
63.74,0.830038326,0.318934533,0.002251327
63.75,0.830238808,0.319262001,0.002253695
63.76,0.83043929,0.31958947,0.002256064
63.77,0.830639771,0.319916939,0.002258433
63.78,0.830840253,0.320244407,0.002260802
63.79,0.831040734,0.320571876,0.002263171
63.8,0.831241216,0.320899344,0.00226554
63.81,0.831441697,0.321226813,0.002267909
63.82,0.831642179,0.321554282,0.002270277
63.83,0.83184266,0.32188175,0.002272646
63.84,0.832043142,0.322209219,0.002275015
63.85,0.832243623,0.322536688,0.002277384
63.86,0.832444105,0.322864156,0.002279753
63.87,0.832644586,0.323191625,0.002282122
63.88,0.832845068,0.323519093,0.00228449
63.89,0.833045549,0.323846562,0.002286859
63.9,0.833246031,0.324174031,0.002289228
63.91,0.833446512,0.324501499,0.002291597
63.92,0.833646994,0.324828968,0.002293966
63.93,0.833847475,0.325156437,0.002296335
63.94,0.834047957,0.325483905,0.002298704
63.95,0.834248439,0.325811374,0.002301072
63.96,0.83444892,0.326138843,0.002303441
63.97,0.834649402,0.326466311,0.00230581
63.98,0.834849883,0.32679378,0.002308179
63.99,0.835050365,0.327121248,0.002310548
64,0.835250846,0.327448717,0.002312917
64.01,0.835451328,0.327776186,0.002315285
64.02,0.835651809,0.328103654,0.002317654
64.03,0.835852291,0.328431123,0.002320023
64.04,0.836052772,0.328758592,0.002322392
64.05,0.836253254,0.32908606,0.002324761
64.06,0.836453735,0.329413529,0.00232713
64.07,0.836654217,0.329740997,0.002329499
64.08,0.836854698,0.330068466,0.002331867
64.09,0.83705518,0.330395935,0.002334236
64.1,0.837255661,0.330723403,0.002336605
64.11,0.837456143,0.331050872,0.002338974
64.12,0.837656624,0.331378341,0.002341343
64.13,0.837857106,0.331705809,0.002343712
64.14,0.838057588,0.332033278,0.00234608
64.15,0.838258069,0.332360746,0.002348449
64.16,0.838458551,0.332688215,0.002350818
64.17,0.838659032,0.333015684,0.002353187
64.18,0.838859514,0.333343152,0.002355556
64.19,0.839059995,0.333670621,0.002357925
64.2,0.839260477,0.33399809,0.002360294
64.21,0.839460958,0.334325558,0.002362662
64.22,0.83966144,0.334653027,0.002365031
64.23,0.839861921,0.334980495,0.0023674
64.24,0.840062403,0.335307964,0.002369769
64.25,0.840262884,0.335635433,0.002372138
64.26,0.840463366,0.335971935,0.002374507
64.27,0.840663847,0.336354285,0.002376875
64.28,0.840864329,0.336736634,0.002379244
64.29,0.84106481,0.337118984,0.002381613
64.3,0.841265292,0.337501334,0.002383982
64.31,0.841465773,0.337883684,0.002386351
64.32,0.841666255,0.338266034,0.00238872
64.33,0.841866737,0.338648383,0.002391089
64.34,0.842067218,0.339030733,0.002393457
64.35,0.8422677,0.339413083,0.002395826
64.36,0.842468181,0.339795433,0.002398195
64.37,0.842668663,0.340177783,0.002400564
64.38,0.842869144,0.340560132,0.002402933
64.39,0.843069626,0.340942482,0.002405302
64.4,0.843270107,0.341324832,0.002407671
64.41,0.843470589,0.341707182,0.002410039
64.42,0.84367107,0.342089532,0.002412408
64.43,0.843871552,0.342471881,0.002414777
64.44,0.844072033,0.342854231,0.002417146
64.45,0.844272515,0.343236581,0.002419515
64.46,0.844472996,0.343618931,0.002421884
64.47,0.844673478,0.344001281,0.002424252
64.48,0.844873959,0.34438363,0.002426621
64.49,0.845074441,0.34476598,0.00242899
64.5,0.845274922,0.34514833,0.002431359
64.51,0.845475404,0.34553068,0.002433728
64.52,0.845675886,0.34591303,0.002436097
64.53,0.845876367,0.346295379,0.002438466
64.54,0.846076849,0.346677729,0.002440834
64.55,0.84627733,0.347060079,0.002443203
64.56,0.846477812,0.347442429,0.002445572
64.57,0.846678293,0.347824779,0.002447941
64.58,0.846878775,0.348207129,0.00245031
64.59,0.847079256,0.348589478,0.002452679
64.6,0.847279738,0.348971828,0.002455047
64.61,0.847480219,0.349354178,0.002457416
64.62,0.847680701,0.349736528,0.002459785
64.63,0.847881182,0.350118878,0.002462154
64.64,0.848081664,0.350501227,0.002464523
64.65,0.848282145,0.350883577,0.002466892
64.66,0.848482627,0.351265927,0.002469261
64.67,0.848683108,0.351648277,0.002471629
64.68,0.84888359,0.352030627,0.002473998
64.69,0.849084071,0.352412976,0.002476367
64.7,0.849284553,0.352795326,0.002478736
64.71,0.849485035,0.353177676,0.002481105
64.72,0.849685516,0.353560026,0.002483474
64.73,0.849885998,0.353942376,0.002491173
64.74,0.850086479,0.354324725,0.002500395
64.75,0.850286961,0.354707075,0.002509617
64.76,0.850487442,0.355089425,0.002518839
64.77,0.850687924,0.355471775,0.002528061
64.78,0.850888405,0.355854125,0.002537283
64.79,0.851088887,0.356236474,0.002546504
64.8,0.851289368,0.356618824,0.002555726
64.81,0.85148985,0.357001174,0.002564948
64.82,0.851690331,0.357383524,0.00257417
64.83,0.851890813,0.357765874,0.002583392
64.84,0.852091294,0.358148223,0.002592614
64.85,0.852291776,0.358530573,0.002601836
64.86,0.852492257,0.358912923,0.002611058
64.87,0.852692739,0.359295273,0.00262028
64.88,0.85289322,0.359677623,0.002629502
64.89,0.853093702,0.360059972,0.002638724
64.9,0.853294183,0.360442322,0.002647946
64.91,0.853494665,0.360824672,0.002657168
64.92,0.853695147,0.361207022,0.00266639
64.93,0.853895628,0.361589372,0.002675612
64.94,0.85409611,0.361971721,0.002684834
64.95,0.854296591,0.362354071,0.002694055
64.96,0.854497073,0.362736421,0.002703277
64.97,0.854697554,0.363118771,0.002712499
64.98,0.854898036,0.363501121,0.002721721
64.99,0.855098517,0.36388347,0.002730943
65,0.855298999,0.36426582,0.002740165
65.01,0.85549948,0.36464817,0.002749387
65.02,0.855699962,0.36503052,0.002758609
65.03,0.855900443,0.36541287,0.002767831
65.04,0.856100925,0.36579522,0.002777053
65.05,0.856301406,0.366177569,0.002786275
65.06,0.856501888,0.366559919,0.002795497
65.07,0.856702369,0.366942269,0.002804719
65.08,0.856902851,0.367324619,0.002813941
65.09,0.857103332,0.367706969,0.002823163
65.1,0.857303814,0.368089318,0.002832385
65.11,0.857504296,0.368471668,0.002841606
65.12,0.857704777,0.368854018,0.002850828
65.13,0.857905259,0.369236368,0.00286005
65.14,0.85810574,0.369618718,0.002869272
65.15,0.858306222,0.370001067,0.002878494
65.16,0.858506703,0.370383417,0.002887716
65.17,0.858707185,0.370765767,0.002896938
65.18,0.858907666,0.371148117,0.00290616
65.19,0.859108148,0.371530467,0.002915382
65.2,0.859308629,0.371912816,0.002924604
65.21,0.859509111,0.372295166,0.002933826
65.22,0.859709592,0.372677516,0.002943048
65.23,0.859910074,0.373059866,0.00295227
65.24,0.860110555,0.373442216,0.002961492
65.25,0.860311037,0.373824565,0.002970714
65.26,0.860511518,0.374206915,0.002979936
65.27,0.860712,0.374589265,0.002989157
65.28,0.860912481,0.374971615,0.002998379
65.29,0.861112963,0.375353965,0.003007601
65.3,0.861313445,0.375736314,0.003016823
65.31,0.861513926,0.376118664,0.003026045
65.32,0.861714408,0.376501014,0.003035267
65.33,0.861914889,0.376883364,0.003044489
65.34,0.862115371,0.377265714,0.003053711
65.35,0.862315852,0.377648063,0.003062933
65.36,0.862516334,0.378030413,0.003072155
65.37,0.862716815,0.378412763,0.003081377
65.38,0.862917297,0.378795113,0.003090599
65.39,0.863117778,0.379177463,0.003099821
65.4,0.86331826,0.379559812,0.003109043
65.41,0.863518741,0.379942162,0.003118265
65.42,0.863719223,0.380324512,0.003127487
65.43,0.863919704,0.380706862,0.003136709
65.44,0.864120186,0.381089212,0.00314593
65.45,0.864320667,0.381471561,0.003155152
65.46,0.864521149,0.381853911,0.003164374
65.47,0.86472163,0.382236261,0.003173596
65.48,0.864922112,0.382618611,0.003182818
65.49,0.865122594,0.383000961,0.00319204
65.5,0.865323075,0.383383311,0.003201262
65.51,0.865523557,0.38376566,0.003210484
65.52,0.865724038,0.38414801,0.003219706
65.53,0.86592452,0.38453036,0.003228928
65.54,0.866125001,0.38491271,0.00323815
65.55,0.866325483,0.38529506,0.003247372
65.56,0.866525964,0.385677409,0.003256594
65.57,0.866726446,0.386059759,0.003265816
65.58,0.866926927,0.386442109,0.003275038
65.59,0.867127409,0.386824459,0.00328426
65.6,0.86732789,0.387206809,0.003293481
65.61,0.867528372,0.387589158,0.003302703
65.62,0.867728853,0.387971508,0.003311925
65.63,0.867929335,0.388353858,0.003321147
65.64,0.868129816,0.38871629,0.003330369
65.65,0.868330298,0.389038773,0.003339591
65.66,0.868530779,0.389361256,0.003348813
65.67,0.868731261,0.389683739,0.003358035
65.68,0.868931743,0.390006222,0.003367257
65.69,0.869132224,0.390328706,0.003376479
65.7,0.869332706,0.390651189,0.003385701
65.71,0.869533187,0.390973672,0.003394923
65.72,0.869733669,0.391296155,0.003404145
65.73,0.86993415,0.391618638,0.003413367
65.74,0.870134632,0.391941121,0.003422589
65.75,0.870335113,0.392263604,0.003431811
65.76,0.870535595,0.392586087,0.003441032
65.77,0.870736076,0.39290857,0.003450254
65.78,0.870936558,0.393231053,0.003459476
65.79,0.871137039,0.393553536,0.003468698
65.8,0.871337521,0.393876019,0.00347792
65.81,0.871538002,0.394198503,0.003487142
65.82,0.871738484,0.394520986,0.003496364
65.83,0.871938965,0.394843469,0.003505586
65.84,0.872139447,0.395165952,0.003514808
65.85,0.872339928,0.395488435,0.00352403
65.86,0.87254041,0.395810918,0.003533252
65.87,0.872740891,0.396133401,0.003542474
65.88,0.872941373,0.396455884,0.003551696
65.89,0.873141855,0.396778367,0.003560918
65.9,0.873342336,0.39710085,0.00357014
65.91,0.873542818,0.397423333,0.003579362
65.92,0.873743299,0.397745816,0.003588583
65.93,0.873943781,0.3980683,0.003597805
65.94,0.874144262,0.398390783,0.003607027
65.95,0.874344744,0.398713266,0.003616249
65.96,0.874545225,0.399035749,0.003625471
65.97,0.874745707,0.399358232,0.003634693
65.98,0.874946188,0.399680715,0.003643915
65.99,0.87514667,0.400003198,0.003653137
66,0.875347151,0.400325681,0.003662359
66.01,0.875547633,0.400648164,0.003671581
66.02,0.875748114,0.400970647,0.003680803
66.03,0.875948596,0.40129313,0.003690025
66.04,0.876149077,0.401615613,0.003699247
66.05,0.876349559,0.401938096,0.003708469
66.06,0.87655004,0.40226058,0.003717691
66.07,0.876750522,0.402583063,0.003726913
66.08,0.876951004,0.402905546,0.003736134
66.09,0.877151485,0.403228029,0.003745356
66.1,0.877351967,0.403550512,0.003754578
66.11,0.877552448,0.403872995,0.0037638
66.12,0.87775293,0.404195478,0.003773022
66.13,0.877953411,0.404517961,0.003782244
66.14,0.878153893,0.404840444,0.003791466
66.15,0.878354374,0.405162927,0.003800688
66.16,0.878554856,0.40548541,0.00380991
66.17,0.878755337,0.405807893,0.003819132
66.18,0.878955819,0.406130377,0.003828354
66.19,0.8791563,0.40645286,0.003837576
66.2,0.879356782,0.406775343,0.003846798
66.21,0.879557263,0.407097826,0.00385602
66.22,0.879757745,0.407420309,0.003865242
66.23,0.879958226,0.407742792,0.003874464
66.24,0.880158708,0.408065275,0.003883686
66.25,0.880359189,0.408387758,0.003892907
66.26,0.880559671,0.408710241,0.003902129
66.27,0.880760153,0.409032724,0.003911351
66.28,0.880960634,0.409355207,0.003920573
66.29,0.881161116,0.40967769,0.003929795
66.3,0.881361597,0.410000174,0.003939017
66.31,0.881562079,0.410322657,0.003948239
66.32,0.88176256,0.41064514,0.003957461
66.33,0.881963042,0.410967623,0.003966683
66.34,0.882163523,0.411290106,0.003975905
66.35,0.882364005,0.411612589,0.003985127
66.36,0.882564486,0.411935072,0.003994349
66.37,0.882764968,0.412257555,0.004003571
66.38,0.882965449,0.412580038,0.004012793
66.39,0.883165931,0.412902521,0.004022015
66.4,0.883366412,0.413225004,0.004031237
66.41,0.883566894,0.413547487,0.004040458
66.42,0.883767375,0.413869971,0.00404968
66.43,0.883967857,0.414192454,0.004058902
66.44,0.884168338,0.414514937,0.004068124
66.45,0.88436882,0.41483742,0.004077346
66.46,0.884569302,0.415159903,0.004086568
66.47,0.884769783,0.415482386,0.00409579
66.48,0.884970265,0.415804869,0.004105012
66.49,0.885170746,0.416127352,0.004114234
66.5,0.885371228,0.416449835,0.004123456
66.51,0.885571709,0.416772318,0.004132678
66.52,0.885772191,0.417094801,0.0041419
66.53,0.885972672,0.417417284,0.004151122
66.54,0.886173154,0.417739768,0.004160344
66.55,0.886373635,0.418062251,0.004169566
66.56,0.886574117,0.418384734,0.004178788
66.57,0.886774598,0.418707217,0.004188009
66.58,0.88697508,0.4190297,0.004197231
66.59,0.887175561,0.419352183,0.004206453
66.6,0.887376043,0.419674666,0.004215675
66.61,0.887576524,0.419997149,0.004224897
66.62,0.887702715,0.420319632,0.004234119
66.63,0.887815069,0.420642115,0.004243341
66.64,0.887927423,0.420964598,0.004252563
66.65,0.888039777,0.421287081,0.004261785
66.66,0.888152131,0.421609565,0.004271007
66.67,0.888264485,0.421932048,0.004280229
66.68,0.88837684,0.422254531,0.004289451
66.69,0.888489194,0.422577014,0.004298673
66.7,0.888601548,0.422899497,0.004307895
66.71,0.888713902,0.42322198,0.004317117
66.72,0.888826256,0.423544463,0.004326339
66.73,0.888938611,0.423866946,0.00433556
66.74,0.889050965,0.424189429,0.004344782
66.75,0.889163319,0.424511912,0.004354004
66.76,0.889275673,0.424834395,0.004363226
66.77,0.889388027,0.425156878,0.004372448
66.78,0.889500381,0.425479361,0.00438167
66.79,0.889612736,0.425801845,0.004390892
66.8,0.88972509,0.426124328,0.004400114
66.81,0.889837444,0.426446811,0.004409336
66.82,0.889949798,0.426769294,0.004418558
66.83,0.890062152,0.427091777,0.00442778
66.84,0.890174507,0.42741426,0.004437002
66.85,0.890286861,0.427736743,0.004446224
66.86,0.890399215,0.428059226,0.004455446
66.87,0.890511569,0.428381709,0.004464668
66.88,0.890623923,0.428704192,0.00447389
66.89,0.890736277,0.429026675,0.004483111
66.9,0.890848632,0.429349158,0.004492333
66.91,0.890960986,0.429671642,0.004501555
66.92,0.89107334,0.429994125,0.004510777
66.93,0.891185694,0.430316608,0.004519999
66.94,0.891298048,0.430639091,0.004529221
66.95,0.891410403,0.430961574,0.004538443
66.96,0.891522757,0.431284057,0.004547665
66.97,0.891635111,0.43160654,0.004556887
66.98,0.891747465,0.431929023,0.004566109
66.99,0.891859819,0.432251506,0.004575331
67,0.891972173,0.432573989,0.004584553
67.01,0.892084528,0.432896472,0.004593775
67.02,0.892196882,0.433218955,0.004602997
67.03,0.892309236,0.433541439,0.004612219
67.04,0.89242159,0.433863922,0.004621441
67.05,0.892533944,0.434186405,0.004630663
67.06,0.892646299,0.434508888,0.004639884
67.07,0.892758653,0.434831371,0.004649106
67.08,0.892871007,0.435153854,0.004658328
67.09,0.892983361,0.435476337,0.00466755
67.1,0.893095715,0.43579882,0.004676772
67.11,0.893208069,0.436121303,0.004685994
67.12,0.893320424,0.436443786,0.004695216
